Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"877694","","Kidz R Life Childcare Center","18535 HWY 69 S ","TYLER","TX","75703","SMITH",903-839-2202,"Licensed Center - Child Care Program","Full Permit",2/13/2008,182,"kidzrlife@newlifetyler.com","322470","","Y","Y","Y","Y"
"1329546","","Kidz R Special 2","7402 POTTERS TRL ","AUSTIN","TX","78729","WILLIAMSON",512-394-5807,"Licensed Child-Care Home","Full Permit",12/1/2011,12,"schurondacruel@yahoo.com","885910","","Y","Y","Y","Y"
"1518305","","Kidz Rock Daycare","1906 WOODED ACRES DR ","HUMBLE","TX","77396","HARRIS",281-543-0352,"Licensed Child-Care Home","Full Permit",10/16/2013,12,"jennyfraz@yahoo.com","1115309","","Y","Y","Y","Y"
"1587296","","Kidz Rocket","15655 WESTHEIMER RD STE 111","HOUSTON","TX","77082","HARRIS",281-506-8282,"Licensed Center - Child Care Program","Full Permit",3/10/2016,100,"kidzrocketlearning2@gmail.com","1201898","","Y","Y","Y","Y"
"1637644","","Kidz Rocket","8610 SYNOTT RD ","HOUSTON","TX","77083","HARRIS",281-497-5439,"Licensed Center - Child Care Program","Full Permit",5/16/2017,120,"kidzrocketlearning@gmail.com","1259046","","Y","Y","Y","Y"
"1512977","","Kidz Rocket","15015 WESTHEIMER PKWY STE O","HOUSTON","TX","77082","HARRIS",281-497-5439,"Licensed Center - Child Care Program","Full Permit",10/24/2013,77,"","1109001","","Y","Y","Y","Y"
"1712182","","Kidz School Daycare Learning Center","10714 W BELLFORT AVE ","HOUSTON","TX","77099","HARRIS",832-672-6141,"Licensed Center - Child Care Program","Full Permit",5/25/2021,119,"","1362369","","Y","Y","Y","Y"
"1576040","","Kidz Station","4120 14TH ST ","PLANO","TX","75074","COLLIN",972-633-5437,"Licensed Center - Child Care Program","Full Permit",1/22/2016,139,"director@kidzstation.net","1189500","","Y","Y","Y","Y"
"1523557","","Kidz Stay N' Play","535 E FM 6 ","NEVADA","TX","75173","COLLIN",972-853-2080,"Licensed Center - Child Care Program","Full Permit",8/13/2014,85,"info@kidzstaynplay.com","1122360","","Y","Y","Y","Y"
"853149","","Kidz Stop","804 S 17TH ST ","TEMPLE","TX","76504","BELL",254-770-1853,"Licensed Center - Child Care Program","Full Permit",9/30/2005,107,"kidzstopoftemple@yahoo.com","280485","","Y","Y","Y","Y"
"868059","","Kidz Town","107 LONGHORN DR ","EARLY","TX","76802","BROWN",325-649-0944,"Licensed Center - Child Care Program","Full Permit",12/29/2006,37,"phoebevh@yahoo.com","308935","","Y","Y","Y","Y"
"1713419","","Kidz University","1903 MOSSY POINT CT ","ROSENBERG","TX","77469","FORT BEND",713-261-4819,"Licensed Child-Care Home","Initial",11/12/2020,12,"sadams.ccc17@gmail.com","1364498","","Y","Y","Y","Y"
"1708831","","Kidz Unlimited LLC","201 WICHITA ST ","FORT WORTH","TX","76140","TARRANT",817-489-5050,"Licensed Center - Child Care Program","Full Permit",8/21/2020,32,"","1357102","","Y","Y","Y","Y"
"839531","","Kidz World at Centennial Church","4659 COIT RD ","FRISCO","TX","75035","COLLIN",972-335-1700,"Licensed Center - Child Care Program","Full Permit",1/10/2005,119,"landrews@centennialchurch.com","251319","","N","Y","Y","Y"
"864668","","Kidz World Learning Center","1875 MILLER DR ","BRIDGE CITY","TX","77611","ORANGE",409-697-1700,"Licensed Center - Child Care Program","Full Permit",3/14/2007,316,"lenzi@portarthur.com","302964","","Y","Y","Y","Y"
"1666206","","Kidz Zone","901 W SMITH AVE ","IOWA PARK","TX","76367","WICHITA",940-444-4511,"Licensed Child-Care Home","Full Permit",5/29/2018,12,"","1295389","","Y","Y","Y","Y"
"1703339","","Kidz Zone","2151 ROYAL LN ","DALLAS","TX","75229","DALLAS",214-557-9987,"Licensed Center - Before/After School Program","Full Permit",4/3/2020,60,"","1348322","","N","N","Y","Y"
"1702483","","KIDZLAND DAYCARE AND LEARNING INSTITUTE","807 N GARCIA ST ","ROMA","TX","78584","STARR",956-847-4031,"Licensed Center - Child Care Program","Full Permit",7/23/2020,45,"kidzlandlearning@gmail.com","1346926","","Y","Y","Y","Y"
"1499559","","Kidzland Learning Center","827 N CENTRAL AVE ","BROWNSVILLE","TX","78521","CAMERON",956-545-0656,"Licensed Center - Child Care Program","Full Permit",4/17/2013,45,"","1093559","","Y","Y","Y","Y"
"1588477","","KidZone Academy at GracePointe Church","3000 E MCKINNEY ST ","DENTON","TX","76209","DENTON",940-808-0834,"Licensed Center - Child Care Program","Full Permit",4/13/2016,108,"kidzoneacademy@gracepointedenton.com","1203100","","N","Y","Y","Y"
"1504833","","KidZRock Home ChildCare","2613 PLANTATION DR ","ROUND ROCK","TX","78681","WILLIAMSON",512-692-3788,"Licensed Child-Care Home","Full Permit",7/29/2013,12,"","1099527","","Y","Y","Y","Y"
"403460","","Kidztown","13829 LONGVIEW ST ","HOUSTON","TX","77015","HARRIS",713-455-3500,"Licensed Center - Child Care Program","Full Permit",12/13/1996,99,"jkidztown@aol.com","118045","","Y","Y","Y","Y"
"849467","","Kidztown Child Care #2","1001 UVALDE RD ","HOUSTON","TX","77015","HARRIS",713-451-1106,"Licensed Center - Child Care Program","Full Permit",6/16/2006,115,"jkidztown@aol.com","272841","","Y","Y","Y","Y"
"895315","","KidzTriumph Childcare and Learning Center","1407 S HIGHWAY 69 ","NEDERLAND","TX","77627","JEFFERSON",409-724-7114,"Licensed Center - Child Care Program","Full Permit",11/25/2008,150,"kidztriumph@triumphchurch.com","354491","","Y","Y","Y","Y"
"1337446","","Kidzville Learning Academy","5728 AVENUE I ","ROSENBERG","TX","77471","FORT BEND",832-595-0543,"Licensed Center - Child Care Program","Full Permit",10/31/2011,266,"centerdirector@kidzvilleacademy.com","896108","","Y","Y","Y","Y"
"1262227","","Kidzz Zone Academy & Daycare","12336 W AIRPORT BLVD STE D","MEADOWS PLACE","TX","77477","FORT BEND",281-776-9801,"Licensed Center - Child Care Program","Full Permit",5/16/2011,85,"kidzzzone@gmail.com","801931","","Y","Y","Y","Y"
"865124","","Kiem Thi Nguyen","13803 DAEHNE DR ","HOUSTON","TX","77014","HARRIS",281-440-8120,"Registered Child-Care Home","Registered",10/30/2006,12,"","303779","","Y","Y","Y","Y"
"1717863","","Kieu Bich Tran","2506 WALLINGFORD DR ","MANSFIELD","TX","76084","JOHNSON",832-339-7934,"Registered Child-Care Home","Registered",4/22/2021,12,"","1371536","","N","Y","Y","Y"
"810348","","Kieu Thanh Thi Tran","9611 MARIPOSA BEND LN ","HOUSTON","TX","77089","HARRIS",832-273-6774,"Registered Child-Care Home","Registered",11/5/2001,12,"","191604","","Y","Y","Y","Y"
"1574241","","Kieudiem Nguyen","8219 DEBBIE GAY DR ","HOUSTON","TX","77040","HARRIS",713-856-8413,"Registered Child-Care Home","Registered",6/30/2015,12,"","1187792","","Y","Y","Y","Y"
"1699287","","Kieunhi  Nguyen","3818 ALMEDA GENOA RD ","HOUSTON","TX","77047","HARRIS",713-493-9555,"Registered Child-Care Home","Registered",12/10/2019,12,"","1342558","","Y","Y","Y","Y"
"1535481","","Kiker Crew","5913 LA CROSSE AVE ","AUSTIN","TX","78739","TRAVIS",,"Licensed Center - School Age Program","Full Permit",11/3/2014,120,"","1138901","","N","N","Y","Y"
"1367406","","Killeen Downtown Head Start","802 N 2ND ST BLDG F","KILLEEN","TX","76541","BELL",254-501-9232,"Licensed Center - Child Care Program","Full Permit",6/1/2012,58,"4c@vvm.com","931709","","Y","Y","Y","Y"
"1504863","","Kim & Tracies Little Blessings Daycare II","314 N WALNUT ST ","WINNSBORO","TX","75494","WOOD",903-347-1249,"Licensed Center - Child Care Program","Full Permit",5/13/2013,62,"kim.tracies@gmail.com","1099566","","Y","Y","Y","Y"
"849385","","Kim and Tracies Little Blessings","540 C R 2220 ","MINEOLA","TX","75773","WOOD",903-569-9473,"Licensed Center - Child Care Program","Full Permit",11/18/2005,61,"kim.tracies@gmail.com","272678","","Y","Y","Y","Y"
"1639829","","Kim Anh   Thi Nguyen","12826 JASMINE STONE DR ","HOUSTON","TX","77072","HARRIS",832-638-6510,"Registered Child-Care Home","Registered",10/21/2016,12,"","1261720","","N","Y","Y","Y"
"1255546","","Kim Chi Vu","10530 GLENWOLDE DR ","HOUSTON","TX","77099","HARRIS",281-760-4431,"Registered Child-Care Home","Registered",1/26/2011,12,"kimchivu1965@gmail.com","793689","","Y","Y","Y","Y"
"824413","","KIM CUC THI TRAN","4922 KEEGAN RUN DR ","HOUSTON","TX","77084","HARRIS",832-287-0816,"Registered Child-Care Home","Registered",1/6/2003,12,"","219217","","Y","Y","Y","Y"
"1526247","","Kim Hanh Truong","7111 SEDONA CT ","HOUSTON","TX","77083","HARRIS",832-605-1299,"Registered Child-Care Home","Registered",10/25/2013,12,"","1125876","","Y","Y","Y","Y"
"837339","","Kim Hao Thi Nguyen","1503 WOLF CREEK DR ","ARLINGTON","TX","76018","TARRANT",817-394-4143,"Registered Child-Care Home","Registered",4/12/2004,12,"","246428","","Y","Y","Y","Y"
"1527871","","Kim Huong Ho","13302 BOXWOOD TERRACE DR ","HOUSTON","TX","77083","HARRIS",281-736-8524,"Registered Child-Care Home","Registered",11/22/2013,12,"","1128226","","Y","Y","Y","Y"
"1145646","","Kim Huyen Thi Nguyen","5203 STORMY HLS ","SAN ANTONIO","TX","78247","BEXAR",210-655-9167,"Registered Child-Care Home","Registered",6/25/2010,12,"","660071","","N","N","Y","Y"
"1638439","","Kim Lien Bui","10035 DEER TRACK CT ","HOUSTON","TX","77064","HARRIS",937-931-7402,"Registered Child-Care Home","Registered",11/4/2016,12,"","1260110","","Y","Y","Y","Y"
"1454126","","Kim Lien Nguyen","17306 FERNCHASE CIR ","HOUSTON","TX","77095","HARRIS",832-867-2440,"Registered Child-Care Home","Registered",5/16/2012,12,"","1035268","","Y","Y","Y","Y"
"1671527","","Kim Lien Thi Le","14022 MAGNUS LN ","HOUSTON","TX","77083","FORT BEND",832-566-7441,"Registered Child-Care Home","Registered",3/22/2018,12,"","1302877","","Y","Y","Y","Y"
"1508900","","Kim Loan Nguyen","13730 CHARTERHOUSE WAY ","SUGAR LAND","TX","77498","FORT BEND",281-781-9943,"Registered Child-Care Home","Registered",3/6/2013,12,"","1104346","","Y","Y","Y","Y"
"1631435","","Kim Loan Tran","10338 BELVAMERA RD ","RICHMOND","TX","77407","FORT BEND",832-600-5324,"Registered Child-Care Home","Registered",8/8/2016,12,"","1251995","","Y","Y","Y","Y"
"924226","","Kim M Davis-Adams","4406 MATT DR ","KILLEEN","TX","76549","BELL",254-285-9980,"Registered Child-Care Home","Registered",12/23/2008,12,"momkimtwin@yahoo.com","388749","","Y","Y","Y","Y"
"1498230","","Kim Malone","3617 BOND ST ","ROWLETT","TX","75088","DALLAS",972-412-0230,"Registered Child-Care Home","Registered",11/9/2012,12,"","1091910","","Y","Y","Y","Y"
"1628024","","Kim Ngan Nguyen","9035 WOLCOTT PARK LN ","HOUSTON","TX","77075","HARRIS",713-294-9173,"Registered Child-Care Home","Registered",6/17/2016,12,"","1247505","","Y","Y","Y","Y"
"865514","","Kim Ngan Thi Nguyen","329 SHADY TIMBERS LN ","MURPHY","TX","75094","COLLIN",972-633-8290,"Registered Child-Care Home","Registered",11/16/2006,12,"","304520","","N","N","Y","Y"
"1501711","","Kim Nguyen","10911 ENSBROOK DR ","HOUSTON","TX","77099","HARRIS",281-530-3271,"Registered Child-Care Home","Registered",12/7/2012,4,"","1095965","","N","Y","Y","Y"
"1682482","","Kim Nguyen Luu","13731 GARDEN SPRINGS DR ","HOUSTON","TX","77083","HARRIS",832-298-4107,"Registered Child-Care Home","Registered",10/22/2018,12,"","1318438","","Y","Y","Y","Y"
"1525161","","Kim Phuong Thi Nguyen","7915 DAIRY VIEW LN ","HOUSTON","TX","77072","HARRIS",713-384-0059,"Registered Child-Care Home","Registered",11/18/2013,8,"","1124502","","N","N","Y","N"
"1670755","","Kim Quy Tran","9218 LAKESHORES LAGOON ","CYPRESS","TX","77433","HARRIS",713-298-4082,"Registered Child-Care Home","Registered",3/14/2018,12,"","1301746","","Y","Y","Y","Y"
"1634885","","Kim Thu Thi Nguyen","5822 CEDAR FIELD WAY ","HOUSTON","TX","77084","HARRIS",832-512-9906,"Registered Child-Care Home","Registered",8/31/2016,12,"","1256143","","Y","Y","Y","Y"
"1716523","","Kim Tien Le","9131 JACKWOOD ST ","HOUSTON","TX","77036","HARRIS",832-508-0352,"Registered Child-Care Home","Full Permit",2/16/2021,12,"","1369317","","Y","Y","Y","Y"
"1667260","","Kim Tran Nguyen","7323 BRIGHTON GLEN LN ","RICHMOND","TX","77407","FORT BEND",713-298-6347,"Registered Child-Care Home","Registered",12/20/2017,12,"","1296751","","N","N","Y","Y"
"1693741","","Kim Trang Nguyen","6530 HORSEPEN BAYOU DR ","HOUSTON","TX","77084","HARRIS",832-576-0367,"Registered Child-Care Home","Registered",8/29/2019,12,"","1334617","","Y","Y","Y","Y"
"1690273","","Kim Tuyen Hua","14226 BEECH MEADOW DR ","HOUSTON","TX","77083","HARRIS",346-291-9853,"Registered Child-Care Home","Registered",6/6/2019,12,"","1329910","","Y","Y","Y","Y"
"1678736","","Kim Yen Ngo","5323 BONANZA DR ","DICKINSON","TX","77539","GALVESTON",713-724-8484,"Registered Child-Care Home","Registered",8/10/2018,12,"","1312738","","Y","Y","Y","Y"
"1699147","","Kim-Lau Nguyen","7227 PORT ALEXANDER WAY ","HOUSTON","TX","77083","FORT BEND",832-860-0664,"Registered Child-Care Home","Registered",11/15/2019,12,"","1342330","","Y","Y","Y","Y"
"516507","","KIM-LOAN THI DO","7206 BROOKVILLE LN ","HOUSTON","TX","77083","HARRIS",832-643-7930,"Registered Child-Care Home","Registered",12/2/1999,12,"","141913","","Y","Y","Y","Y"
"553982","","KIM-LON THI NGUYEN","4700 S KIRKWOOD RD APT 1413","HOUSTON","TX","77072","HARRIS",346-208-4454,"Registered Child-Care Home","Registered",12/5/2000,9,"","169229","","Y","Y","Y","Y"
"893551","","Kim-Thanh Tran","9351 STARFIRE LN ","HOUSTON","TX","77036","HARRIS",713-779-4348,"Registered Child-Care Home","Registered",4/21/2008,11,"","351705","","Y","Y","Y","Y"
"827634","","KIM-TRANG XUAN BUI","8314 GREEN CEDAR DR ","HOUSTON","TX","77083","FORT BEND",281-277-4281,"Registered Child-Care Home","Registered",5/1/2003,12,"","225476","","Y","Y","Y","Y"
"534173","","Kimber and Shellis","102 COTTONWOOD LN ","LEVELLAND","TX","79336","HOCKLEY",806-894-8073,"Licensed Child-Care Home","Full Permit",7/21/1998,12,"sarmes2007@aol.com","153830","","Y","Y","Y","Y"
"1217886","","Kimber and Shellis Too","220 WILLOWWOOD LN ","LEVELLAND","TX","79336","HOCKLEY",806-897-2407,"Licensed Child-Care Home","Full Permit",3/14/2011,12,"Kimnatset@aol.com","748628","","Y","Y","Y","Y"
"830263","","Kimberley Jones","8771 HOLLY ST ","FRISCO","TX","75034","COLLIN",972-335-3930,"Registered Child-Care Home","Registered",7/31/2003,12,"kimjones22@yahoo.com","230941","","Y","Y","Y","Y"
"1660940","","Kimberly  Ann Johnson","22639 POWELL HOUSE LN ","KATY","TX","77449","HARRIS",346-320-6948,"Registered Child-Care Home","Registered",8/23/2017,12,"","1287815","","Y","Y","Y","Y"
"860829","","Kimberly  Caldwell","137 VALLEY RANCH DR ","WAXAHACHIE","TX","75165","ELLIS",972-923-1315,"Registered Child-Care Home","Registered",6/5/2006,12,"kimandsamantha@yahoo.com","295925","","Y","Y","Y","Y"
"1216786","","Kimberly  Ho","13222 VINEYARD FALLS DR ","HOUSTON","TX","77083","HARRIS",281-988-7165,"Registered Child-Care Home","Registered",9/20/2010,12,"","747189","","Y","Y","Y","Y"
"1522407","","Kimberly Brown","11547 BYRONSTONE DR ","HOUSTON","TX","77066","HARRIS",281-726-9024,"Registered Child-Care Home","Registered",9/24/2013,12,"kimberly.brown351@gmail.com","1120653","","Y","Y","Y","Y"
"1337567","","Kimberly Daniels","1757 NINA DR ","GRAND PRAIRIE","TX","75051","DALLAS",972-642-1973,"Registered Child-Care Home","Registered",7/12/2011,12,"kimmyshea92@yahoo.com","896213","","Y","Y","Y","Y"
"1558148","","Kimberly Davis","3802 SPLIT OAK DR ","KILLEEN","TX","76542","BELL",254-285-9914,"Registered Child-Care Home","Registered",1/20/2015,6,"","1169488","","Y","Y","Y","Y"
"932226","","Kimberly Dawn Abernathie","203 OAK RIDGE ST ","JACKSBORO","TX","76458","JACK",940-567-3408,"Registered Child-Care Home","Registered",1/7/2009,12,"","398949","","Y","Y","Y","Y"
"1644598","","Kimberly Ely","1210 FM 89 ","ABILENE","TX","79606","TAYLOR",325-864-5487,"Registered Child-Care Home","Registered",12/16/2016,12,"robinsperch@yahoo.com","1267171","","Y","Y","Y","Y"
"1703372","","Kimberly Kuecker","1002 STOCKDALE ST ","CUERO","TX","77954","DEWITT",361-243-8552,"Registered Child-Care Home","Registered",6/2/2020,12,"","1348393","","Y","Y","Y","Y"
"413775","","Kimberly Marie Payne","608 FIELD ST ","COLLEYVILLE","TX","76034","TARRANT",817-657-6602,"Registered Child-Care Home","Registered",12/4/1995,12,"Kimmp59@verizon.net","124753","","Y","Y","Y","Y"
"408293","","Kimberly Ross","2410 NETTLE LN ","EULESS","TX","76039","TARRANT",817-354-6223,"Registered Child-Care Home","Registered",6/5/1991,12,"","121018","","N","Y","Y","Y"
"1628709","","Kimberly Stalcup","1006 XENIA ST ","PLAINVIEW","TX","79072","HALE",806-518-8985,"Registered Child-Care Home","Registered",8/11/2016,12,"","1248469","","Y","Y","Y","Y"
"1710603","","Kimberly Taylor","1138 CASTLEWOOD CT ","DESOTO","TX","75115","DALLAS",214-980-6686,"Registered Child-Care Home","Registered",10/16/2020,11,"","1360118","","Y","Y","Y","N"
"860072","","Kimberly Walker","1665 KNIGHT TRL ","FRISCO","TX","75036","DENTON",214-705-8334,"Registered Child-Care Home","Registered",7/6/2006,12,"","294414","","Y","Y","Y","Y"
"1572057","","Kimberly Williams","107 GREENVIEW DR ","STEPHENVILLE","TX","76401","ERATH",254-413-8164,"Registered Child-Care Home","Registered",10/5/2015,12,"","1185739","","Y","Y","Y","Y"
"545204","","KIMBERLY YVETTE BELL","2111 RAVENWIND RD ","HOUSTON","TX","77067","HARRIS",281-513-5212,"Registered Child-Care Home","Registered",8/17/1999,12,"kj067@yahoo.com","162456","","Y","Y","Y","Y"
"831479","667","Kimble Learning Center","2200 E 10TH AVE ","AMARILLO","TX","79104","POTTER",806-345-1360,"Licensed Center - Child Care Program","Full Permit",12/12/2003,125,"phudson@childrenslc.org","233359","","Y","Y","Y","Y"
"1372166","","Kimdra  Barbee","3505 ALHAMBRA CT ","FOREST HILL","TX","76119","TARRANT",682-224-3354,"Registered Child-Care Home","Registered",11/23/2011,12,"","937369","","Y","Y","Y","Y"
"556477","","KIMHANH THI  PHAM","20111 GRANITE BIRCH LN ","CYPRESS","TX","77433","HARRIS",281-569-9768,"Registered Child-Care Home","Registered",4/9/2001,12,"","171232","","Y","Y","Y","Y"
"1594841","","KimHoa Thi Nguyen","13618 ELDRIDGE SPRINGS WAY ","HOUSTON","TX","77083","HARRIS",281-871-8139,"Registered Child-Care Home","Registered",9/28/2015,10,"","1210696","","Y","Y","Y","Y"
"1691362","","Kimmeyon R Wallace","16919 CREEK MOUNTAIN DR ","HOUSTON","TX","77084","HARRIS",281-815-5739,"Registered Child-Care Home","Registered",6/17/2019,12,"kimmeyon23@gmail.com","1331358","","Y","Y","Y","Y"
"237986","","Kims Day Care","5107 TEMPLE CT ","EL PASO","TX","79924","EL PASO",915-630-7733,"Licensed Child-Care Home","Full Permit",8/12/1988,12,"","105219","","Y","Y","Y","Y"
"1530541","","Kims Home Away from Home LLC","7522 CHATTINGTON DR ","DALLAS","TX","75248","DALLAS",972-977-7713,"Licensed Child-Care Home","Full Permit",7/21/2014,12,"","1131818","","Y","Y","N","N"
"1514057","","Kims Palace Home Day Care","2471 MATLAND DR ","DALLAS","TX","75237","DALLAS",214-875-7872,"Licensed Child-Care Home","Full Permit",12/10/2013,12,"","1110226","","Y","Y","Y","Y"
"1698862","","Kims Play and Learn Academy","309 TANNER LN ","HARKER HEIGHTS","TX","76548","BELL",254-294-5590,"Licensed Child-Care Home","Full Permit",6/24/2020,12,"","1341856","","N","Y","Y","Y"
"1334306","","Kims USA Taekwondo Gym","2150 WILLOW GROVE DR ","LEWISVILLE","TX","75067","DENTON",972-315-1103,"Licensed Center - School Age Program","Full Permit",8/9/2011,100,"info@kimsusa.net","892148","","N","N","N","Y"
